Height (cm),Steps_Taken,Calories_Burned,Hours_Slept,Active_Minutes,Heart_Rate (bpm),Stress_Level (1-10),Gender,Workout_Type,Mood
182.6875,11277.506944444445,2966.0416666666665,6.62570288348822,68.8125,80.07638888888889,3.7916666666666665,Other,Yoga,Neutral
182.5977653631285,9243.536312849163,2536.167597765363,6.997870766205091,56.212290502793294,77.49720670391062,8.016759776536313,Female,Cardio,Happy
179.98591549295776,11785.769953051644,2913.582159624413,6.314040368487502,70.71830985915493,77.50704225352112,3.7183098591549295,Male,Cardio,Sad
177.16216216216216,13455.831081081082,3379.3716216216217,5.620861429963165,75.08783783783784,73.86486486486487,7.885135135135135,Female,Strength,Happy
169.17391304347825,7686.270531400966,2319.1062801932367,6.003683455230732,81.52657004830918,82.97101449275362,5.975845410628019,Female,Unknown,Neutral
173.82089552238807,10712.0,1995.8880597014925,5.272753925421905,68.5223880597015,69.00746268656717,6.350746268656716,Male,Yoga,Stressed
180.58278145695365,14533.556291390729,2158.0529801324506,7.242837550512838,74.26490066225166,73.76821192052981,5.496688741721854,Female,Yoga,Sad
173.515,10413.455,2779.535,6.578647758789377,71.895,80.565,5.635,Female,Unknown,Neutral
185.13917525773195,11346.298969072164,2463.1649484536083,6.578579686589785,71.81958762886597,78.55154639175258,4.845360824742268,Other,Unknown,Stressed
162.4022988505747,14834.201149425287,2152.103448275862,5.548219576736767,76.15517241379311,86.86781609195403,6.816091954022989,Male,Cardio,Happy
167.95151515151514,12346.739393939393,2956.7393939393937,6.355013259828743,90.6969696969697,82.41818181818182,4.696969696969697,Other,Unknown,Neutral
165.42391304347825,11441.353260869566,2469.9021739130435,6.392804513113323,67.04347826086956,70.21195652173913,6.2228260869565215,Male,Strength,Happy
176.70833333333334,8623.875,2644.0059523809523,6.408952328540299,92.55357142857143,78.73214285714286,4.630952380952381,Male,Strength,Neutral
174.05555555555554,10227.641975308641,2813.3888888888887,6.024945642012312,74.85185185185185,71.46913580246914,4.228395061728395,Female,Yoga,Neutral
158.02072538860102,11562.497409326425,2104.5336787564765,6.296319372093727,60.0880829015544,78.43005181347151,6.253886010362694,Male,Cardio,Sad
185.53617021276597,11343.259574468086,2739.689361702128,6.115401880249488,70.17872340425532,84.4,5.4,Male,Unknown,Happy
179.62439024390244,5701.434146341463,2854.7756097560978,5.97427570218425,64.86341463414634,76.9560975609756,4.663414634146341,Female,Unknown,Sad
159.2090395480226,10458.022598870057,3283.090395480226,5.890881510200331,61.451977401129945,77.68926553672317,4.19774011299435,Female,Cardio,Happy
184.19004524886878,11292.511312217195,2816.0135746606334,6.345313308313475,75.4027149321267,79.87330316742081,5.34841628959276,Other,Yoga,Happy
168.12698412698413,9979.185185185184,2825.291005291005,7.557289038854649,71.56613756613757,82.4021164021164,5.455026455026455,Other,Cardio,Neutral
175.2290502793296,9662.832402234637,2280.72625698324,6.97128100685437,84.34078212290503,84.86033519553072,5.608938547486034,Female,Strength,Stressed
178.31046931407943,14238.963898916967,2803.7111913357403,5.51049483829155,78.10108303249098,82.50541516245487,6.855595667870036,Female,Cardio,Sad
160.42441860465115,11402.412790697674,2689.3546511627906,5.1262950118579305,74.01744186046511,81.8546511627907,6.3895348837209305,Male,Unknown,Stressed
160.8324607329843,8644.162303664922,2582.738219895288,7.233034926775613,63.84816753926702,82.87434554973822,3.973821989528796,Female,Strength,Stressed
167.2,13007.579310344827,2986.0758620689653,6.408007604216283,75.20689655172414,76.4,4.586206896551724,Other,Yoga,Neutral
158.2054054054054,15870.254054054054,2757.1027027027026,6.281741921777366,82.8972972972973,82.23783783783784,5.2,Male,Cardio,Neutral
168.44210526315788,9710.873684210526,2573.0947368421052,7.730806501298441,82.82105263157895,80.2,7.378947368421053,Other,Strength,Sad
163.8828125,9972.0,2281.8125,6.433838595327681,91.4375,81.6640625,5.265625,Other,Strength,Stressed
178.57671957671957,5992.587301587301,2762.153439153439,6.046962904250039,86.11111111111111,77.0,4.068783068783069,Male,Yoga,Neutral
178.97685185185185,10498.953703703704,2644.990740740741,6.669123366406958,61.84722222222222,82.85648148148148,3.490740740740741,Male,Strength,Sad
179.4858757062147,14046.853107344632,2471.1129943502824,7.099321310389023,78.19774011299435,73.03954802259886,3.9717514124293785,Female,Unknown,Stressed
172.55089820359282,10266.11377245509,2293.059880239521,6.236221410015249,57.35329341317365,89.17964071856288,4.970059880239521,Female,Yoga,Stressed
183.84331797235023,11473.433179723503,2701.935483870968,6.702778510024555,72.51612903225806,80.3594470046083,5.580645161290323,Other,Unknown,Sad
167.28571428571428,13592.270676691729,2373.751879699248,6.726005408523231,83.80451127819549,82.93984962406014,3.2481203007518795,Other,Unknown,Happy
166.8405315614618,11080.75415282392,2745.093023255814,6.40351151049241,73.13621262458472,79.54485049833887,5.558139534883721,Other,Cardio,Stressed
190.54777070063693,10454.777070063694,3013.7834394904457,6.527899611180104,81.85987261146497,75.22929936305732,4.178343949044586,Female,Yoga,Stressed
184.99346405228758,9499.156862745098,2586.1045751633987,6.393737319377469,78.359477124183,81.66666666666667,6.34640522875817,Other,Strength,Neutral
169.73039215686273,8999.730392156862,2116.7107843137255,6.643163351088177,72.02450980392157,76.13725490196079,3.200980392156863,Female,Cardio,Neutral
163.58407079646017,14754.176991150442,3116.3451327433627,6.332059170511545,49.34513274336283,82.31858407079646,7.097345132743363,Male,Yoga,Stressed
187.74857142857144,8587.84,2596.1657142857143,6.674299042178579,73.09714285714286,79.94285714285714,7.017142857142857,Female,Yoga,Happy
161.32738095238096,14471.458333333334,2681.9940476190477,6.530931711133491,56.773809523809526,84.52380952380952,3.4345238095238093,Male,Yoga,Happy
173.0653594771242,13330.071895424837,2399.5359477124184,7.212139837276786,89.48366013071896,80.98039215686275,7.8431372549019605,Female,Strength,Happy
163.65408805031447,10443.66037735849,3326.8238993710693,6.44445265525707,58.081761006289305,84.48427672955975,2.880503144654088,Female,Unknown,Stressed
172.0,11224.26511627907,2791.0418604651163,6.767088279139338,76.95813953488373,79.04186046511627,5.441860465116279,Female,Strength,Sad
177.8186274509804,14418.387254901962,2758.421568627451,6.83715746434346,79.8921568627451,79.83333333333333,3.0441176470588234,Female,Yoga,Happy
173.17741935483872,13539.145161290322,2996.3629032258063,6.751329116153987,77.44354838709677,78.41129032258064,5.516129032258065,Other,Unknown,Sad
178.31052631578947,8703.326315789474,3170.3947368421054,6.198425545051939,64.19473684210526,77.8,6.389473684210526,Male,Unknown,Sad
180.6417910447761,14207.995024875621,3049.4726368159204,7.4311054504598015,85.80099502487562,80.90049751243781,6.741293532338308,Female,Strength,Neutral
167.40350877192984,7874.666666666667,2088.5087719298244,5.554375958235501,89.04385964912281,71.28947368421052,6.87719298245614,Female,Yoga,Sad
166.7888198757764,7069.11801242236,2368.8198757763976,6.918936725217954,73.47826086956522,82.27950310559007,3.4782608695652173,Male,Unknown,Stressed
158.53284671532847,6273.956204379562,2505.175182481752,6.935481365547479,63.14598540145985,89.16788321167883,7.094890510948905,Male,Strength,Happy
176.5505617977528,9458.898876404495,2781.2172284644193,6.475349724281011,76.91385767790263,82.28464419475655,5.741573033707865,Male,Strength,Stressed
176.94142259414227,8452.317991631799,2886.334728033473,7.287526607730922,77.30962343096235,74.69874476987448,6.142259414225942,Male,Strength,Sad
180.56444444444443,12249.23111111111,2762.5866666666666,5.74245785852056,71.33777777777777,78.65333333333334,6.28,Male,Unknown,Stressed
158.58744394618833,11777.739910313901,3364.493273542601,6.518868204830342,73.07174887892377,77.73094170403587,4.286995515695067,Male,Cardio,Sad
172.23469387755102,9064.469387755102,2695.8571428571427,6.591013625616306,71.34693877551021,81.22448979591837,5.4438775510204085,Female,Cardio,Stressed
162.15432098765433,11329.030864197532,2762.3518518518517,7.693929230960395,68.96296296296296,72.37037037037037,5.438271604938271,Male,Unknown,Stressed
