Heart_Rate_Variability,Body_Temperature,Movement_During_Sleep,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Bedtime_Consistency,Light_Exposure_hours
0.4666937421339547,0.31264323090008617,0.36394572512971224,0.4873611868799403,0.37862724981566354,0.3825769458759705,0.5645009320579809,0.5433249932429172
0.5203463485509204,0.21939942945541802,0.39224306887112215,0.743876847254926,1.0,0.664059674901793,0.2848526703116777,0.6302417594614979
0.4638690157033121,0.7955197937069709,0.6408061081839207,0.42988730196141084,0.5059901280191837,0.28409342956679223,0.7911200958514597,0.6573811839642946
0.4444055876926328,0.34844884767510464,0.4352140117864311,0.5019360632901537,0.6372160354688406,0.7224201238442678,0.496905671854652,0.8296257968645869
0.7581733402882299,0.29292631282768333,0.7088721654300693,0.6852090324078002,0.0,0.6856181221982163,0.640698429645005,0.45615138263404
0.470146005275128,0.5803448438124601,0.34737960751604724,0.32164237560166914,0.4773596326605631,0.3991403968374754,0.1854021485854278,0.4713576911987178
0.5781586414012704,0.877173615727127,0.28858193913444263,0.19363953512293214,0.6184055623569618,0.377648072099083,0.4768005855356932,0.9466911147268894
0.4422101602430173,0.45198443506745534,0.4488471017795412,0.6378426048475527,0.5364726050689731,0.8501851883854287,0.3621776404556419,0.29407600019060937
0.5981153123184878,0.8064701370157934,0.5518075684521252,0.7999010755549838,0.056079335001067106,0.5762851235068684,0.3999477966826649,0.6345925913709609
0.44235748165509103,0.5068957742827198,0.42718320758518336,0.371508916269438,0.22577630381700714,0.6498565113758903,0.6925005183906597,0.6543162135454814
0.7274366455655576,0.29684843357256696,0.35082655530836726,0.5345784759537766,0.32378083403382074,0.44541333595489746,0.3121688860458637,0.5443504862545888
0.7196682716074475,0.7036925279598663,0.4420544820309811,0.13191162609459245,0.5091034749728358,0.4908142342519679,0.5791197669525885,0.4300633682918861
0.27184179783609214,0.3295027788964937,0.47104382062850236,0.4263848444726504,0.1598177091511654,0.2356888426977898,0.6201466030291183,0.6209436035830549
0.430117656901844,0.7094356743272243,0.42580113092262956,0.5618689368121146,0.38359382725661506,0.49754031013838845,0.4558136550120775,0.5783865489424129
0.5222165203285922,0.43123646566263574,0.5577565359701134,0.5415746194652034,0.17355008627894883,0.863351125915021,0.4333078613636456,0.3690655746733744
0.3708794340731623,0.6781043550104648,0.42441967568995903,0.2275290091387256,0.3112632573991027,0.2283650157044813,0.6448982120763456,0.6903281259194253
0.40005732428634105,0.6908593469890683,0.5014172000124655,0.6778229348940958,0.2530916447612593,0.3560020933556122,0.6786376694414503,0.4868005123290355
0.5769246171676196,0.22572655835252142,0.5674207027179828,0.17619769511091926,0.4809723706109965,0.7013213082065257,0.2057747189252963,0.6256083946884026
0.630922062646164,0.2956912511028431,0.27202862962969665,0.25037117855178476,0.0,0.42840191311733283,0.4443254064784211,0.31867694499731025
0.1834352462854916,0.45777396701298834,0.38413389094320827,0.551428522615931,0.18163603899164246,0.7924509208069458,0.3546451724332313,0.7279551162518582
0.5314107588066668,0.3329130051532285,0.8824721352453532,0.6562223292260065,0.6455280782482852,0.6956915611333101,0.0,0.6424621407238066
0.6756839993366003,0.6098203069036217,0.7208110523423438,0.6121221833027011,0.2314793557281826,0.6229889278062757,0.5235414836921917,0.3142852596760818
0.21387577907317823,0.41605474224169825,0.44995371400787704,0.513199589301623,0.21535354371374246,0.5048863680356068,0.5641860123851316,0.4052095067110372
0.2338912237447297,0.7044073797656001,0.45707128857763457,0.6785648167003058,0.3283302594216388,0.3277900655668849,0.2693831336520435,0.5434581570170245
0.4864046201939111,0.4372045703558367,0.13467217145338736,0.7108278157742351,0.0,0.35595759579864206,0.7660864688757634,0.605347264195818
0.6153266959537642,0.4891205448789826,0.3206410076646683,0.41368756269448376,0.0,0.31158796328515104,0.642949129977789,0.5079374898667833
0.12177291130770126,0.3812143184088015,0.7841095274335858,0.7080393487218939,0.2836897556275384,0.5164883533269685,0.7116340187648204,0.5402578512017026
0.562039816502794,0.2886242283610958,0.5873301833161255,0.39629206091986674,0.5284427139474772,1.0,0.3169045941819415,0.322902315888138
0.5430832201125535,0.4619040099023888,0.21629607874489926,0.7472208217383947,0.15156349522907142,0.42655921315765033,0.7225268610406603,0.47308065040242453
0.3767085705642874,0.5631353843214253,0.5752192282183881,0.5933392188090756,0.11109012755035093,0.3098093233811057,0.413708871088023,0.6203458556344197
0.43831710418015585,0.6342129581027969,0.1247049279238085,0.3230685705436908,0.2926276749455035,0.5063518913162902,0.4097394271312671,0.2559882771553144
0.3543662707807081,0.536698276728238,0.29767753472289404,0.14213021010582638,0.5908820606303803,0.3738308898418288,0.3585120910375624,0.5291539907033774
0.36165717096399713,0.4186120603648771,0.6822719153448079,0.05365638594345706,0.487653262357847,0.09446454566583029,0.5591023383180678,0.5273293911216754
0.16299175380908007,0.47358750318920784,0.274634872818004,0.5288829524575862,0.0,0.7312013338902255,0.2201543481550737,0.588086638880745
0.34549133339904536,0.5849167352381137,0.5075020530385099,0.3201764234063939,0.5096087393041131,0.3218502272895473,0.3035351455446448,0.6406953847370421
0.805921855766514,0.20735393302541105,0.29456372554301596,0.37346020748633796,0.6885845901893349,0.4150337304948723,0.3936244499421343,0.7400305027021777
0.5470957085805639,0.25606694831614796,0.548556718935084,0.14858834347961686,0.5015394138651781,0.4272853410169942,0.8375096110473588,0.2756288349899034
0.6250282437730406,0.5845938600479617,0.282612324369348,0.6081205405266079,0.031122277607814303,0.43157026977455226,0.6470538619949975,0.5001613203040236
0.5467215329447724,0.38135199134161013,0.7261738299151177,0.8568767373840256,0.5140055242105727,0.3652419788681047,0.4836211240855014,0.5220125616860453
0.4057034057272301,0.7224451805646375,0.3833254879335652,0.5760941849650736,0.6733277514817815,0.44228497656917976,0.779086816439837,0.6305951005613597
0.7538268224914176,0.3739224385629303,0.39038990461148215,0.7920960372615533,0.2924774520746407,0.3904008362517725,0.4532551884296549,0.6309069873213234
0.29486618482940347,0.4873645644008242,0.297027076977457,0.3251057380124525,0.9704283829331365,0.2675868359487434,0.1512654795206927,0.4765999362131871
0.4215875873294002,0.465918271483158,0.4166660120520734,0.5531884820817725,0.6738828470216772,0.5290854434811519,0.2645547165097579,0.47190687684394456
0.51755487414145,0.4828730931837235,0.47807933784898354,0.3146539761847044,0.21265879509652977,0.7461405809968942,0.133258846474113,0.6964710481104129
0.715004162823718,0.4839930920343605,0.5220797303199449,0.5691773084458986,0.34274147121755405,0.3378942740356748,0.7043270427655216,0.3344157310951738
